Serotype,Stage,Feature,Pearson_r,Abs_r,P_value
IP3,pg,pg_child2_xto_outlet_20x__16_1,0.0675,0.0675,0.5343
IP3,pg,pg_child2_xto_common_20x__1_1,0.0673,0.0673,0.5355
IP3,pg,pg_child2_xto_inlet_20x__7_1,0.0667,0.0667,0.5395
IP3,pg,pg_sensor_PIC_I1_OUT_mean,-0.0653,0.0653,0.5478
IP3,pg,pg_sensor_AI_A2_min,-0.0647,0.0647,0.5515
IP3,pg,pg_child2_xto_control_20x__16_1,0.0632,0.0632,0.5611
IP3,pg,pg_child2_xto_inline_201__15_1,0.0632,0.0632,0.5606
IP3,pg,pg_child2_xto_inlet_20x__14_1,0.063,0.063,0.5623
IP3,pg,PG_UF - % elimination prot. [%],-0.0629,0.0629,0.5628
IP3,pg,pg_child2_xto_cip_201__10_1,0.0629,0.0629,0.5629
IP3,pg,pg_child2_xto_outlet_20x__19_1,0.0629,0.0629,0.563
IP3,pg,pg_child2_xto_alarm_201__6_1,0.0621,0.0621,0.5679
IP3,pg,pg_sensor_PI_A2_min,0.0602,0.0602,0.5794
IP3,pg,pg_child2_xto_common_20x__29_1,0.0592,0.0592,0.5862
IP3,pg,pg_child2_xto_prompt__13_1,-0.0581,0.0581,0.5927
IP3,pg,pg_child2_xto_common_20x__4_1,-0.0579,0.0579,0.5943
IP3,pg,pg_child2_xto_common_20x__13_1,0.0576,0.0576,0.5962
IP3,pg,pg_child2_xto_inlet_20x__8_1,0.057,0.057,0.6003
IP3,pg,pg_sensor_MT_I1_OUT_mean,0.0542,0.0542,0.6179
IP3,pg,pg_sensor_UV Elution_max,-0.0535,0.0535,0.6223
IP3,pg,pg_child2_xto_common_20x__16_1,0.0526,0.0526,0.6288
IP3,pg,pg_child2_xto_control_20x__2_1,0.0509,0.0509,0.6398
IP3,pg,pg_sensor_FIC_C11_mean,0.0472,0.0472,0.664
IP3,pg,pg_child2_xto_common_20x__20_1,-0.0466,0.0466,0.6683
IP3,pg,pg_child2_xto_control_20x__5_1,-0.0466,0.0466,0.6683
IP3,pg,pg_child2_xto_inline_201__4_1,-0.0466,0.0466,0.6681
IP3,pg,pg_child2_xto_common_20x__6_1,-0.0461,0.0461,0.6719
IP3,pg,pg_child2_xto_inlet_20x__3_1,-0.0456,0.0456,0.6753
IP3,pg,pg_child2_xto_prompt__4_1,0.0455,0.0455,0.6755
IP3,pg,pg_child2_xto_inline_201__2_1,-0.0447,0.0447,0.6813
IP3,pg,pg_sensor_TI_A2_max,-0.0434,0.0434,0.69
IP3,pg,pg_child2_xto_outlet_20x__3_1,-0.0414,0.0414,0.7035
IP3,pg,pg_sensor_MT_I1_OUT_std,-0.0376,0.0376,0.7294
IP3,pg,pg_child2_xto_cip_201__9_1,0.0366,0.0366,0.7362
IP3,pg,pg_child2_xto_outlet_20x__4_1,0.0336,0.0336,0.7572
IP3,pg,pg_sensor_PIC_I1_OUT_min,-0.0334,0.0334,0.7585
IP3,pg,pg_child2_xto_common_20x__17_1,0.0269,0.0269,0.8043
IP3,pg,PG_PG - % Volume Column [%],0.0266,0.0266,0.8068
IP3,pg,pg_child2_xto_prompt__12_1,0.0246,0.0246,0.8209
IP3,pg,pg_child2_xto_prompt__6_1,0.0217,0.0217,0.8418
IP3,pg,pg_sensor_UV Elution_mean,0.0188,0.0188,0.8627
IP3,pg,pg_sensor_AI_A2_std,-0.0184,0.0184,0.8656
IP3,pg,pg_sensor_PIC_I1_OUT_std,0.0136,0.0136,0.9005
IP3,pg,pg_sensor_AI_A3_max,-0.0109,0.0109,0.9203
IP3,pg,pg_child2_xto_common_20x__37_1,0.0084,0.0084,0.9388
IP3,pg,pg_child2_xto_control_20x__24_1,0.0084,0.0084,0.9388
IP3,pg,pg_child2_xto_outlet_20x__11_1,0.0084,0.0084,0.9388
IP3,pg,pg_child2_xto_prompt__15_1,0.007,0.007,0.9486
IP3,pg,pg_child2_xto_prompt__3_1,-0.007,0.007,0.949
IP3,pg,pg_sensor_TA_O1_HETP_mean,0.0067,0.0067,0.9506
IP3,pg,pg_child2_xto_prompt__7_1,0.0066,0.0066,0.9514
IP3,pg,pg_sensor_MT_I1_OUT_min,-0.0059,0.0059,0.9569
IP3,pg,pg_child2_xto_inline_201__13_1,-0.0059,0.0059,0.9569
IP3,pg,pg_child2_xto_common_20x__25_1,-0.0056,0.0056,0.959
IP3,pg,pg_child2_xto_control_20x__11_1,-0.0056,0.0056,0.959
IP3,pg,pg_child2_xto_common_20x__27_1,0.0054,0.0054,0.9603
IP3,pg,pg_child2_xto_control_20x__13_1,0.0054,0.0054,0.9603
IP3,pg,pg_child2_xto_alarm_201__3_1,-0.0015,0.0015,0.9888
IP3,pg,pg_child2_xto_common_20x__2_1,-0.0012,0.0012,0.991
IP3,pg,pg_child2_xto_control_20x__10_1,-0.0012,0.0012,0.991
IP3,pg,pg_child2_xto_inline_201__12_1,-0.0012,0.0012,0.991
IP3,psv_global,PSV_PSV - Ag total,0.5512,0.5512,0.0
IP3,psv_global,PSV_005 PSV - Ag content Elisa [DU/ml],0.4674,0.4674,0.0
IP3,psv_global,PSV_PSV - Volume ml [ml],0.328,0.328,0.0019
IP3,psv_global,PSV_PSV - Prot total [mg],0.1902,0.1902,0.0777
IP3,psv_global,PSV_PSV - Filtration time [Minute],0.1753,0.1753,0.1043
IP3,psv_global,PSV_PSV - Flow average,0.1489,0.1489,0.1687
IP3,psv_global,PSV_019 PSV - Protein by lowry [µg/ml],0.1278,0.1278,0.2383
IP3,psv_global,GY_PSV - % elimination prot. [%],0.0862,0.0862,0.4273
IP3,psv_global,PSV_021 PSV - BSA content by Elisa [ng/ml],0.0614,0.0614,0.5721
IP3,psv_global,GY_PSV - Ratio prot/Ag,-0.0485,0.0485,0.6553
IP3,psv_global,PSV_020 PSV - Protein/dose (Lowry) [µg of pr,-0.0465,0.0465,0.6687
IP3,psv_global,GY_PSV - Purification factor,-0.016,0.016,0.883
IP3,uf,UF_UF - Ag total,0.3205,0.3205,0.0025
IP3,uf,UF_003 UF - Ag content Elisa [DU/ml],0.2988,0.2988,0.0049
IP3,uf,UF_Clarif - Purification factor,-0.1655,0.1655,0.1256
IP3,uf,UF_PG - Volume injected ml [ml],-0.1616,0.1616,0.1348
IP3,uf,UF_Clarif - Ratio prot/Ag,-0.1146,0.1146,0.2904
IP3,uf,UF_016 UF - Protein by Lowry [µg/ml],-0.0811,0.0811,0.455
IP3,uf,UF_UF - Prot total [mg],-0.0607,0.0607,0.5766
IP3,uf,UF_UF - Volume UFR ml [ml],0.0516,0.0516,0.6352
IP3,uf,UF_Clarif - % elimina. prot.tot [%],-0.0441,0.0441,0.6853
IP3,uf,UF_Clarif - % elimination prot. [%],0.0306,0.0306,0.7782
IP3,uf,UF_022 Clarif - pH,0.0251,0.0251,0.8172
